regdom,d3,d4,prop,brand,d5,hosts,rows
uullpa.sbs,U,INVEST,金融保險,,,1,1
mmxxbg.top,U,INVEST,金融保險,,,1,1
mmvvcj.top,U,INVEST,金融保險,,,1,1
ggxxap.sbs,U,INVEST,金融保險,,,1,1
ccbbfw.sbs,U,INVEST,金融保險,,,1,1
yyhhlx.sbs,U,INVEST,金融保險,,,1,1
llooga.top,U,INVEST,金融保險,,,1,1
henglc8888.com,U,INVEST,金融保險,,,1,1
lgdvs.com,U,INVEST,金融保險,,,1,1
suihaochare.cyou,U,INVEST,金融保險,,,2,2
xn--xk9-qu8f274ajxhn7p.top,U,SHOP,運輸倉儲,,,3,3
lgvlc.com,U,INVEST,金融保險,,,1,1
awoooit.top,U,INVEST,金融保險,,,1,1
wjotm.top,U,INVEST,金融保險,,,1,1
nunf.asia,U,INVEST,金融保險,,,1,1
pziv.uno,U,INVEST,金融保險,,,1,1
jdnea.asia,U,INVEST,金融保險,,,1,1
lixiaolu.com.tw,U,INVEST,金融保險,,,1,1
51psm.cc,U,INVEST,金融保險,,,1,1
family-bgys-tw.shop,U,SHOP,運輸倉儲,,,1,1
giddyee04.shop,U,SHOP,電子商務,,,1,1
qrtvsu.xyz,U,SHOP,電子商務,,,1,1
yuxin-jin.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-t331.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
edusparkhub.sbs,U,INVEST,金融保險,,,1,1
ppcczn.top,U,INVEST,金融保險,,,1,1
ttccza.top,U,INVEST,金融保險,,,1,1
ddxxpa.sbs,U,INVEST,金融保險,,,1,1
ggeeqk.top,U,INVEST,金融保險,,,1,1
iizzhc.sbs,U,INVEST,金融保險,,,1,1
sf-expressksd.top,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-iuxc.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-34yr.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-98izg.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-wfrb-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-hkia9.space,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-74s.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-tqqa.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
twetczo.net,U,UNK,資訊服務,,,1,1
keyees.me,U,UNK,資訊服務,,,1,1
sntes.org,U,UNK,資訊服務,,,1,1
fetc-twl.com,U,UNK,資訊服務,,,1,1
mvdls-twgov.com,U,IMPGOV,政府機構與國營事業,,,1,1
veriseqpay.com,U,UNK,資訊服務,,,1,1
smilt.shop,U,SHOP,電子商務,,,1,1
kaunetplus.com,U,SHOP,電子商務,,,1,1
vmiqh.live,U,SHOP,電子商務,,,1,1
msndnad.xyz,U,SHOP,電子商務,,,1,1
lsllcxzds.xyz,U,SHOP,電子商務,,,1,1
ytroslcs.space,U,SHOP,電子商務,,,1,1
visittw.shop,U,SHOP,電子商務,,,1,1
luckkyme.com,U,SHOP,電子商務,,,1,1
apponline.click,U,UNK,資訊服務,,,1,1
duneoq.shop,U,SHOP,電子商務,,,1,1
kabudi.online,U,SHOP,電子商務,,,1,1
jqyvz.asia,U,SHOP,電子商務,,,1,1
duxicr.xyz,U,SHOP,電子商務,,,1,1
puezn.online,U,SHOP,電子商務,,,1,1
5-gzwxgghn.top,U,SHOP,電子商務,,,1,1
life-artpharmacy.com.tw,U,UNK,資訊服務,,,1,1
hnsgxgroup.top,U,UNK,資訊服務,,,4,4
wubims.top,U,SHOP,電子商務,,,1,1
ai-drngstore.com,U,SHOP,電子商務,,,1,1
rclfei.shop,U,SHOP,電子商務,,,1,1
cdfjk.asia,U,SHOP,電子商務,,,1,1
lifelongfocus.shop,U,SHOP,電子商務,,,1,1
zhizhio.shop,U,SHOP,電子商務,,,1,1
manmanslowly.store,U,SHOP,電子商務,,,1,1
prujoq.shop,U,SHOP,電子商務,,,1,1
bonanza-supermarkt.com,U,SHOP,電子商務,,,1,1
hoyouxuantw.shop,U,SHOP,電子商務,,,1,1
jmxtcm.site,U,SHOP,電子商務,,,1,1
cpertk.site,U,SHOP,電子商務,,,1,1
xialucky.shop,U,SHOP,電子商務,,,1,1
monmgen.shop,U,SHOP,電子商務,,,1,1
2-fnatk.top,U,SHOP,電子商務,,,1,1
mixotgv.top,U,SHOP,電子商務,,,1,1
zzva.top,U,SHOP,電子商務,,,1,1
pbeiry.shop,U,SHOP,電子商務,,,1,1
mxyouxuantw.shop,U,SHOP,電子商務,,,1,1
boomgesaas.com,U,UNK,資訊服務,,,1,1
bsitee.bar,U,SHOP,電子商務,,,1,1
cqujdr.shop,U,SHOP,電子商務,,,1,1
ccpubilc.store,U,SHOP,電子商務,,,1,1
dbbjr.site,U,SHOP,電子商務,,,1,1
cou-clk.top,U,SHOP,電子商務,,,1,1
suneomb.shop,U,SHOP,電子商務,,,1,1
eucmtt.xyz,U,SHOP,電子商務,,,1,1
ceghj.asia,U,SHOP,電子商務,,,1,1
iiyouxuantw.shop,U,SHOP,電子商務,,,1,1
bsob.top,U,SHOP,電子商務,,,1,1
liangshe.top,U,SHOP,電子商務,,,1,1
xcsmh.com,U,UNK,資訊服務,,,1,1
weetchat.com,U,UNK,資訊服務,,,1,1
twse-tw.info,U,UNK,資訊服務,,,1,1
kduifo.com,U,SHOP,電子商務,,,1,1
cnuilp.shop,U,SHOP,電子商務,,,1,1
shopmaxo.top,U,SHOP,電子商務,,,1,1
kaiyuan54.top,U,SHOP,電子商務,,,1,1
galaxus.team,U,SHOP,電子商務,,,1,1
kxzfz.xyz,U,SHOP,電子商務,,,1,1
lqujms.shop,U,SHOP,電子商務,,,1,1
cmvugods.com,U,UNK,資訊服務,,,1,1
gundshops.top,U,SHOP,電子商務,,,2,2
chc-tradingx.com,U,UNK,資訊服務,,,1,1
voguesignal.shop,U,SHOP,電子商務,,,1,1
yemjs.site,U,SHOP,電子商務,,,1,1
tisi006.shop,U,SHOP,電子商務,,,1,1
wuecaue.shop,U,SHOP,電子商務,,,1,1
pposkcx.xyz,U,SHOP,電子商務,,,1,1
xdxvshops.top,U,SHOP,電子商務,,,2,2
goudaner.shop,U,SHOP,電子商務,,,1,1
tjmle.rest,U,SHOP,電子商務,,,1,1
nbgwc.xyz,U,SHOP,電子商務,,,1,1
title47.shop,U,SHOP,電子商務,,,1,1
zivoyp.top,U,SHOP,電子商務,,,1,1
luanrun-ww.top,U,SHOP,電子商務,,,1,1
wwbvm.top,U,SHOP,電子商務,,,1,1
mythis.shop,U,SHOP,電子商務,,,1,1
threeclock.online,U,SHOP,電子商務,,,1,1
igyeb.com,U,SHOP,電子商務,,,1,1
phkuryd.com,U,UNK,資訊服務,,,1,1
crx7.top,U,UNK,資訊服務,,,1,1
duucopy.top,U,SHOP,電子商務,,,1,1
hekcc.xyz,U,SHOP,電子商務,,,1,1
vdzl.top,U,SHOP,電子商務,,,1,1
jungangshop.live,U,SHOP,電子商務,,,1,1
jkboe.site,U,SHOP,電子商務,,,1,1
kalmiaol.top,U,SHOP,電子商務,,,1,1
xekd.top,U,SHOP,電子商務,,,1,1
dhieh.top,U,UNK,資訊服務,,,1,1
aifim.icu,U,SHOP,電子商務,,,1,1
ncbkd.xyz,U,SHOP,電子商務,,,1,1
fatedemall.com,U,SHOP,電子商務,,,1,1
pzsff.bar,U,SHOP,電子商務,,,1,1
xtbmf.com,U,UNK,資訊服務,,,1,1
xtcqd.com,U,UNK,資訊服務,,,1,1
lifeneed.top,U,SHOP,電子商務,,,1,1
wandiesshop-edge.store,U,SHOP,電子商務,,,1,1
dfdze.store,U,SHOP,電子商務,,,1,1
vbtcj.icu,U,SHOP,電子商務,,,1,1
guanead.shop,U,SHOP,電子商務,,,1,1
tw-sunrise.com,U,SHOP,電子商務,,,1,1
kdgfuj.top,U,SHOP,電子商務,,,1,1
sameempowerment.info,U,INVEST,金融保險,,,1,1
xxzzxq.com,U,INVEST,金融保險,,,1,1
search1211.site,A,INVEST,金融保險,LINE,TELCO,3004,3006
lkuqjt.top,U,INVEST,金融保險,,,1,1
expressyxc-tw.top,U,SHOP,運輸倉儲,,,1,1
express3-tw.top,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-baq.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexpqrss.com,U,SHOP,運輸倉儲,,,1,1
cat-te.top,U,SHOP,運輸倉儲,,,1,1
loook--love.cc,U,INVEST,金融保險,,,1,1
myship-711-com-tw-iet1.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
chuyi.cyou,U,INVEST,金融保險,,,1,1
bw3gnfd.shop,U,SHOP,電子商務,,,1,1
hdhsjdscdys.cc,U,INVEST,金融保險,,,1,1
jollywiz3.com.tw,U,INVEST,金融保險,,,1,1
myship-7-11-tw-com.club,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
ttoonr.top,U,INVEST,金融保險,,,1,1
wsed.top,U,INVEST,金融保險,,,1,1
colendzkk.com,U,UNK,金融投資,,,1,1
bcawp.xyz,U,SHOP,電子商務,,,1,1
miclub.space,U,SHOP,電子商務,,,1,1
ca-tw.top,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
sfexplrss.com,U,SHOP,運輸倉儲,,,1,1
greattre.tw,U,INVEST,金融保險,,,1,1
geotree.com.tw,U,INVEST,金融保險,,,1,1
eventelse.cyou,A,INVEST,金融保險,中信 CTBC,FIN,1,1
coinminius-atradingx.top,U,UNK,資訊服務,,,1,1
procoina-tradingx.top,U,UNK,資訊服務,,,1,1
aosiashop.com,U,SHOP,電子商務,,,1,1
iioapmall.com,U,SHOP,電子商務,,,1,1
manoomalltw.com,U,SHOP,電子商務,,,1,1
tiaponline.com,U,SHOP,電子商務,,,1,1
tnnmall.com,U,SHOP,電子商務,,,1,1
gasalisu.shop,U,SHOP,電子商務,,,1,1
gobuybobobo.com,U,SHOP,電子商務,,,1,1
habkdjsngsgs.store,U,SHOP,電子商務,,,1,1
haboluduo.space,U,SHOP,電子商務,,,1,1
halibqwffqe.shop,U,SHOP,電子商務,,,1,1
hamelao.shop,U,SHOP,電子商務,,,1,1
hoyeli.shop,U,SHOP,電子商務,,,1,1
huliabu.com,U,SHOP,電子商務,,,1,1
kaliyi.shop,U,SHOP,電子商務,,,1,1
kgegwe0fasf.shop,U,SHOP,電子商務,,,1,1
kiasfa.com,U,SHOP,電子商務,,,1,1
kikikyy.com,U,SHOP,電子商務,,,1,1
kuyiudasd.xyz,U,SHOP,電子商務,,,1,1
labakws.com,U,SHOP,電子商務,,,1,1
layiwa.com,U,SHOP,電子商務,,,1,1
lameili.store,U,SHOP,電子商務,,,1,1
maliblao.com,U,SHOP,電子商務,,,1,1
malitopa.com,U,SHOP,電子商務,,,1,1
matiyli.com,U,SHOP,電子商務,,,1,1
meiyitian.site,U,SHOP,電子商務,,,1,1
mesfwf.shop,U,SHOP,電子商務,,,1,1
meyilatu.shop,U,SHOP,電子商務,,,1,1
milomiya.shop,U,SHOP,電子商務,,,1,1
molear.site,U,SHOP,電子商務,,,1,1
senalky.com,U,SHOP,電子商務,,,1,1
senliyou.com,U,SHOP,電子商務,,,1,1
sensenbaihua.com,U,SHOP,電子商務,,,1,1
ssbaihuo.site,U,SHOP,電子商務,,,1,1
ssbhh.com,U,SHOP,電子商務,,,1,1
niuligg.com,U,SHOP,電子商務,,,1,1
niumya.com,U,SHOP,電子商務,,,1,1
nnmeis.com,U,SHOP,電子商務,,,1,1
noluyi.shop,U,SHOP,電子商務,,,1,1
qaluyilu.shop,U,SHOP,電子商務,,,1,1
wakyla.com,U,SHOP,電子商務,,,1,1
walibiss.com,U,SHOP,電子商務,,,1,1
wepipipi.com,U,SHOP,電子商務,,,1,1
wljkhasmoll.shop,U,SHOP,電子商務,,,1,1
veriseq-pay.com,U,UNK,資訊服務,,,1,1
etopaygroup.com,U,UNK,資訊服務,,,1,1
fetc-twn.com,U,UNK,資訊服務,,,1,1
twetczs.net,U,UNK,資訊服務,,,1,1
rpdes.org,U,UNK,資訊服務,,,1,1
qices.cfd,U,UNK,資訊服務,,,1,1
qices.org,U,UNK,資訊服務,,,1,1
rpdes.cfd,U,UNK,資訊服務,,,1,1
sntes.cfd,U,UNK,資訊服務,,,1,1
jetes.cfd,U,UNK,資訊服務,,,1,1
jetes.org,U,UNK,資訊服務,,,1,1
glbes.cfd,U,UNK,資訊服務,,,1,1
glbes.org,U,UNK,資訊服務,,,1,1
pscmkzd.xyz,U,SHOP,電子商務,,,1,1
wdyf888.com,U,SHOP,電子商務,,,1,1
tt0regenn.shop,U,SHOP,電子商務,,,6,6
gazaiimall.com,U,SHOP,電子商務,,,1,1
laayupe.shop,U,SHOP,電子商務,,,1,1
ttkua.top,U,SHOP,電子商務,,,1,1
grtre.com,U,UNK,資訊服務,,,1,1
quqoqea.shop,U,SHOP,電子商務,,,1,1
oosixckad.xyz,U,SHOP,電子商務,,,1,1
fugu01.site,U,SHOP,電子商務,,,1,1
moaning49.shop,U,SHOP,電子商務,,,1,1
mdapr.online,U,SHOP,電子商務,,,1,1
mxmcnsda.xyz,U,SHOP,電子商務,,,1,1
liskula.shop,U,SHOP,電子商務,,,1,1
slcko.shop,U,SHOP,電子商務,,,1,1
rosados.shop,U,SHOP,電子商務,,,1,1
rhcen.shop,U,SHOP,電子商務,,,1,1
xtamteo.com,U,UNK,資訊服務,,,1,1
bingorp.com,U,SHOP,電子商務,,,1,1
nzvzc.top,U,SHOP,電子商務,,,1,1
weknwf.top,U,SHOP,電子商務,,,1,1
ttuia.top,U,SHOP,電子商務,,,1,1
urzne.top,U,SHOP,電子商務,,,2,2
jkbog.shop,U,SHOP,電子商務,,,1,1
bsfwp.icu,U,SHOP,電子商務,,,1,1
haskeynhy.com,U,UNK,資訊服務,,,1,1
mquior.shop,U,SHOP,電子商務,,,1,1
bbiuy.top,U,SHOP,電子商務,,,1,1
atbsh.online,U,SHOP,電子商務,,,1,1
cdtyab.shop,U,SHOP,電子商務,,,1,1
kirvi.shop,U,SHOP,電子商務,,,1,1
copwuop.top,U,SHOP,電子商務,,,1,1
majiu01.site,U,SHOP,電子商務,,,1,1
bidw.top,U,SHOP,電子商務,,,1,1
jtac.beer,U,SHOP,電子商務,,,1,1
procun.shop,U,SHOP,電子商務,,,1,1
ttkla.top,U,SHOP,電子商務,,,1,1
gfnrb.icu,U,SHOP,電子商務,,,1,1
ryzg.beer,U,SHOP,電子商務,,,1,1
fhctee.bar,U,SHOP,電子商務,,,1,1
kunaden.top,U,SHOP,電子商務,,,1,1
syacb.icu,U,SHOP,電子商務,,,1,1
rvtyws.shop,U,SHOP,電子商務,,,1,1
shbdvzh.vip,U,UNK,資訊服務,,,1,1
dangjiangzhu-thunder99.top,U,SHOP,電子商務,,,1,1
fkuiel.shop,U,SHOP,電子商務,,,1,1
dawho-datw.net,U,UNK,資訊服務,,,1,1
bidgpr.xyz,U,SHOP,電子商務,,,1,1
lqypj.xyz,U,SHOP,電子商務,,,1,1
nunaoex.shop,U,SHOP,電子商務,,,1,1
druo.top,U,SHOP,電子商務,,,1,1
ttiou.top,U,SHOP,電子商務,,,1,1
jkboe.online,U,SHOP,電子商務,,,1,1
wakykafa.com,U,SHOP,電子商務,,,1,1
yookeoyrh.com,U,UNK,資訊服務,,,1,1
savfvc.top,U,SHOP,電子商務,,,1,1
mjkjb.icu,U,SHOP,電子商務,,,1,1
auodnoy.top,U,SHOP,電子商務,,,1,1
cguihe.shop,U,SHOP,電子商務,,,1,1
meishihui01.site,U,SHOP,電子商務,,,1,1
mprkt.icu,U,SHOP,電子商務,,,1,1
jsdbc.xyz,U,SHOP,電子商務,,,1,1
pspdxdsatech.xyz,U,SHOP,電子商務,,,1,1
happyniceday.top,U,SHOP,電子商務,,,1,1
kmujln.shop,U,SHOP,電子商務,,,1,1
enul.top,U,SHOP,電子商務,,,1,1
qlsld.rest,U,SHOP,電子商務,,,1,1
bjwxs.icu,U,SHOP,電子商務,,,1,1
rdjuj.xyz,U,SHOP,電子商務,,,1,1
enertyu.com,U,SHOP,電子商務,,,1,1
ttkvz.top,U,SHOP,電子商務,,,1,1
hapma.xyz,U,SHOP,電子商務,,,1,1
ngxsoloe.com,U,UNK,資訊服務,,,1,1
leyifashionmall.store,U,SHOP,電子商務,,,1,1
stripextrnel.com,U,UNK,資訊服務,,,1,1
cuaosm.shop,U,SHOP,電子商務,,,1,1
hszmw.icu,U,SHOP,電子商務,,,1,1
xvfqk.icu,U,SHOP,電子商務,,,1,1
ttjha.top,U,SHOP,電子商務,,,1,1
xinbg.shop,U,SHOP,電子商務,,,1,1
bdhhyn.cn,U,SHOP,電子商務,,,1,1
prove.tw,U,UNK,資訊服務,,,1,1
fvhyy.icu,U,SHOP,電子商務,,,1,1
zgstsb.xyz,U,SHOP,電子商務,,,1,1
forxi.store,U,SHOP,電子商務,,,1,1
vehfds.com,U,UNK,資訊服務,,,1,1
kaunetspro.cyou,U,SHOP,電子商務,,,1,1
dhidgh.cn,U,SHOP,電子商務,,,1,1
bate-data.vip,U,UNK,資訊服務,,,1,1
wandiesshop-world.store,U,SHOP,電子商務,,,1,1
bfhsue.shop,U,SHOP,電子商務,,,1,1
xcbsdj.cn,U,SHOP,電子商務,,,1,1
ixvaw.icu,U,SHOP,電子商務,,,1,1
weici.shop,U,SHOP,電子商務,,,1,1
wandiesshop-place.store,U,SHOP,電子商務,,,1,1
zunow.top,U,SHOP,電子商務,,,1,1
xtyopet.com,U,UNK,資訊服務,,,1,1
bbzxc.top,U,SHOP,電子商務,,,1,1
dmlkb.top,U,UNK,資訊服務,,,1,1
eunkod.shop,U,SHOP,電子商務,,,1,1
flashwind.top,U,SHOP,電子商務,,,1,1
kree-i.top,U,SHOP,電子商務,,,1,1
usjkcxsa.xyz,U,SHOP,電子商務,,,1,1
guanggou.asia,U,SHOP,電子商務,,,1,1
jjyahy.xyz,U,SHOP,電子商務,,,1,1
ellashopping.store,U,SHOP,電子商務,,,1,1
damokampp.shop,U,SHOP,電子商務,,,1,1
weatchat.com,U,INVEST,金融保險,,,1,1
hannneeeggglove.com,U,INVEST,金融保險,,,1,1
soulhey.com,U,INVEST,金融保險,,,1,1
ibkrmyweb.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-42e.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-gg46.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-frch-tw.shop,U,SHOP,運輸倉儲,,,1,1
kkwwcf.sbs,U,INVEST,金融保險,,,1,1
jollywiz5.com.tw,U,INVEST,金融保險,,,1,1
zjiu.link,U,INVEST,金融保險,,,1,1
xfiseoxc.com,U,INVEST,金融保險,,,1,1
ok.com.tw,U,INVEST,金融保險,,,1,1
zzggoj.top,U,INVEST,金融保險,,,1,1
pasfdsf.com,U,INVEST,金融保險,,,1,1
tbpmeta.top,U,INVEST,金融保險,,,1,1
zzoogf.top,U,INVEST,金融保險,,,1,1
norbelbody.com.tw,U,INVEST,金融保險,,,1,1
sunyeeon.com.tw,U,INVEST,金融保險,,,1,1
short.gy,U,INVEST,金融保險,,,1,1
hmbags.tw,U,INVEST,金融保險,,,1,1
sprayman.tw,U,INVEST,金融保險,,,1,1
vgm24.tw,U,INVEST,金融保險,,,1,1
pooc.tw,U,INVEST,金融保險,,,1,1
japan-tengsu.com.tw,U,INVEST,金融保險,,,1,1
spedra.com.tw,U,INVEST,金融保險,,,1,1
alcon-biotech.com.tw,U,INVEST,金融保險,,,1,1
dashu19.tw,U,INVEST,金融保險,,,1,1
vgm19.tw,U,INVEST,金融保險,,,1,1
uvkman.tw,U,INVEST,金融保險,,,1,1
einvoice-sou-natgov-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
twoz.life,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
cyon.site,A,INVEST,金融保險,中信 CTBC,FIN,1,1
ywiqh.shop,U,SHOP,電子商務,,,1,1
lunaoo.shop,U,SHOP,電子商務,,,1,1
cofng.cn,U,SHOP,電子商務,,,1,1
bitgbvr.top,U,UNK,資訊服務,,,1,1
ydnjzpn.shop,U,SHOP,電子商務,,,1,1
dkiiehtk.top,U,SHOP,電子商務,,,3,3
wftmq.xyz,U,SHOP,電子商務,,,1,1
pscmkzdonline.xyz,U,SHOP,電子商務,,,1,1
nmbid.cn,U,SHOP,電子商務,,,1,1
threeoclock.online,U,SHOP,電子商務,,,1,1
jnuikp.shop,U,SHOP,電子商務,,,1,1
xtdrf.com,U,UNK,資訊服務,,,1,1
xtzpl.com,U,UNK,資訊服務,,,1,1
igjjk.com,U,UNK,資訊服務,,,1,1
yepoly.store,U,SHOP,電子商務,,,1,1
ruiyi01.site,U,SHOP,電子商務,,,1,1
5iokw7.lat,U,SHOP,電子商務,,,1,1
anmcp.shop,U,SHOP,電子商務,,,1,1
bqbp.beer,U,SHOP,電子商務,,,1,1
casty.icu,U,SHOP,電子商務,,,1,1
gyhhs.shop,U,SHOP,電子商務,,,1,1
gxyouxuantw.shop,U,SHOP,電子商務,,,1,1
gibson-tw.shop,U,SHOP,電子商務,,,1,1
fgyouxuantw.shop,U,SHOP,電子商務,,,1,1
fmgtjh.site,U,SHOP,電子商務,,,1,1
bbyhn.icu,U,SHOP,電子商務,,,1,1
hhvfr.top,U,SHOP,電子商務,,,1,1
eudorashopping.store,U,SHOP,電子商務,,,1,1
psuirt.shop,U,SHOP,電子商務,,,1,1
zoosaa.shop,U,SHOP,電子商務,,,1,1
hanvoe.shop,U,SHOP,電子商務,,,1,1
gmhtjk.site,U,SHOP,電子商務,,,1,1
viagrasn.xyz,U,SHOP,電子商務,,,1,1
zguiyh.shop,U,SHOP,電子商務,,,1,1
koturn.top,U,SHOP,電子商務,,,1,1
tuied.cc,U,UNK,資訊服務,,,1,1
tpvoi.online,U,SHOP,電子商務,,,1,1
vauxc.xyz,U,SHOP,電子商務,,,1,1
fqwpf.online,U,SHOP,電子商務,,,1,1
facaiba.online,U,SHOP,電子商務,,,1,1
foswosa.shop,U,SHOP,電子商務,,,1,1
ftyhmt.xyz,U,SHOP,電子商務,,,1,1
vvajh.asia,U,SHOP,電子商務,,,1,1
gotw.online,U,SHOP,電子商務,,,1,1
ejwqzy.site,U,SHOP,電子商務,,,1,1
caaboo.shop,U,SHOP,電子商務,,,1,1
xzku.beer,U,SHOP,電子商務,,,1,1
limatw.shop,U,SHOP,電子商務,,,5,5
nznyf.icu,U,SHOP,電子商務,,,1,1
emftgj.site,U,SHOP,電子商務,,,1,1
rvuist.shop,U,SHOP,電子商務,,,1,1
opwolp.site,U,SHOP,電子商務,,,1,1
nupee.rest,U,SHOP,電子商務,,,1,1
bqmks.icu,U,SHOP,電子商務,,,1,1
agts-portal.com,U,UNK,資訊服務,,,2,2
irush.me,U,SHOP,電子商務,,,1,1
shgff.rest,U,SHOP,電子商務,,,1,1
pspdxdsa.xyz,U,SHOP,電子商務,,,1,1
bvamj.icu,U,SHOP,電子商務,,,1,1
ttjkh.top,U,SHOP,電子商務,,,1,1
lscee.rest,U,SHOP,電子商務,,,1,1
egluz.vip,U,SHOP,電子商務,,,1,1
wisez51.shop,U,SHOP,電子商務,,,1,1
eglux.vip,U,SHOP,電子商務,,,1,1
xhskies.cc,U,UNK,資訊服務,,,1,1
dawho-htw.net,U,INVEST,金融保險,,,1,1
uxjcadx.xyz,U,SHOP,電子商務,,,1,1
xpbbs.xyz,U,SHOP,電子商務,,,1,1
giaosale.shop,U,SHOP,電子商務,,,1,1
30hollowqq.shop,U,SHOP,電子商務,,,1,1
fzcbmall.top,U,SHOP,電子商務,,,1,1
grateful53.shop,U,SHOP,電子商務,,,1,1
chc-tradingxx.com,U,UNK,資訊服務,,,1,1
bonanza-sale.com,U,SHOP,電子商務,,,1,1
cuojend.shop,U,SHOP,電子商務,,,1,1
muyila.store,U,SHOP,電子商務,,,1,1
o5i7nm.shop,U,SHOP,電子商務,,,1,1
missz57.shop,U,SHOP,電子商務,,,1,1
fsekr.shop,U,SHOP,電子商務,,,1,1
twff.shop,U,SHOP,電子商務,,,1,1
xtfzk.com,U,UNK,資訊服務,,,1,1
ovedorcomd.com,U,UNK,資訊服務,,,1,1
hypernovatradetw.store,U,SHOP,電子商務,,,1,1
jiumea.shop,U,SHOP,電子商務,,,1,1
vcxw.top,U,SHOP,電子商務,,,1,1
uixqr.shop,U,SHOP,電子商務,,,1,1
mhbrr.icu,U,SHOP,電子商務,,,1,1
qqkjz.icu,U,SHOP,電子商務,,,1,1
botterwy.com,U,UNK,資訊服務,,,1,1
wsckys.com,U,UNK,資訊服務,,,1,1
lsllcxzdspro.xyz,U,SHOP,電子商務,,,1,1
haoyachu.shop,U,SHOP,電子商務,,,1,1
hyeossad.online,U,SHOP,電子商務,,,1,1
egophf.shop,U,SHOP,電子商務,,,1,1
wandiesshop-land.store,U,SHOP,電子商務,,,1,1
mwipj.beer,U,SHOP,電子商務,,,1,1
yunzcd.top,U,SHOP,電子商務,,,1,1
ttsyfc.shop,U,SHOP,電子商務,,,1,1
dhyfh.top,U,UNK,資訊服務,,,1,1
ptzmw.icu,U,SHOP,電子商務,,,1,1
omunm.site,U,SHOP,電子商務,,,1,1
kqgne.icu,U,SHOP,電子商務,,,1,1
uxsaz.icu,U,SHOP,電子商務,,,1,1
chance50.shop,U,SHOP,電子商務,,,1,1
mada88.shop,U,SHOP,電子商務,,,1,1
yemlaye.shop,U,SHOP,電子商務,,,1,1
nowanloa.shop,U,SHOP,電子商務,,,1,1
yqpig.xyz,U,SHOP,電子商務,,,1,1
hamalou.store,U,SHOP,電子商務,,,1,1
watsonstw.com.tw,A,INVEST,金融保險,屈臣氏 Watsons,ECOM,1,1
ai-drugstore.com.tw,U,INVEST,金融保險,,,1,1
okmed.com.tw,U,INVEST,金融保險,,,1,1
10jdfkj.com,U,INVEST,金融保險,,,1,1
llaagm.top,U,INVEST,金融保險,,,1,1
xxffzp.top,U,INVEST,金融保險,,,1,1
aaxxeb.top,U,INVEST,金融保險,,,1,1
yyrrou.top,U,INVEST,金融保險,,,1,1
jjvvdg.top,U,INVEST,金融保險,,,1,1
tenselya.com,U,INVEST,金融保險,,,1,1
dosk.asia,U,SHOP,電子商務,,,1,1
bbkkxj.sbs,U,INVEST,金融保險,,,1,1
hhzzmp.sbs,U,INVEST,金融保險,,,1,1
mvdis-twd.vip,A,IMPGOV,政府機構與國營事業,監理服務 MVDIS,GOV,1,1
mvdis-twv.vip,A,IMPGOV,政府機構與國營事業,監理服務 MVDIS,GOV,1,1
mvdis-tw.net,A,IMPGOV,政府機構與國營事業,監理服務 MVDIS,GOV,1,1
einvoice-efv-natgov-tw.com,A,INVEST,金融保險,財政部電子發票,GOV,1,1
einvoice-eov-natgov-tw.com,A,INVEST,金融保險,財政部電子發票,GOV,1,1
einvoice-hyr-natgov-tw.com,A,INVEST,金融保險,財政部電子發票,GOV,1,1
1366tk.top,U,INVEST,金融保險,,,1,1
expresszx-tw.top,U,SHOP,運輸倉儲,,,1,1
famiport.com,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
hdghl.site,U,SHOP,運輸倉儲,,,1,1
lgdgn.com,U,INVEST,金融保險,,,1,1
