編號,網域,創建日期,D3,D4,D5,entity,method,conf
1414,lzhvmm.store,2025-11-27T07:15:58,A,SHOP,ECOM,美無痕,rule-desc,H
1415,mhveo.live,2026-01-12T03:09:46,A,SHOP,ECOM,美無痕,rule-desc,H
1416,e-ainvoicemanageh.com,2026-02-25T02:14:26,A,SHOP,FIN,一卡通,rule-desc,H
1417,wangqiaoyu.com,2023-03-13T18:19:10,A,SHOP,FIN,一卡通,rule-desc,H
1418,wzlsfq.com,2017-03-03T08:27:20,A,SHOP,FIN,一卡通,rule-desc,H
1419,elnarvolae.com,2026-02-24T00:51:03,A,SHOP,FIN,一卡通,rule-desc,H
1420,elnaivolae.com,2026-02-26T01:32:30,A,SHOP,FIN,一卡通,rule-desc,H
1421,elnaicolae.com,2026-02-27T01:27:57,A,SHOP,FIN,一卡通,rule-desc,H
1422,elnbvolae.vip,2026-02-26T01:32:27,A,SHOP,FIN,一卡通,rule-desc,H
1423,elnuvolae.vip,2026-02-26T01:32:27,A,SHOP,FIN,一卡通,rule-desc,H
1424,elnaivolae.vip,2026-02-26T01:32:27,A,SHOP,FIN,一卡通,rule-desc,H
1425,elbaivolae.vip,2026-02-27T01:27:53,A,SHOP,FIN,一卡通,rule-desc,H
1426,elnaicolae.vip,2026-02-27T01:27:54,A,SHOP,FIN,一卡通,rule-desc,H
1427,elcaicolae.vip,2026-02-27T01:27:53,A,SHOP,FIN,一卡通,rule-desc,H
1428,minhoha.com,2025-02-28T19:21:49,A,SHOP,FIN,悠遊卡,rule-desc,H
1429,elraivolae.vip,2026-02-27T01:27:54,A,SHOP,FIN,一卡通,rule-desc,H
1430,elaicolae.com,2026-02-28T03:04:48,A,SHOP,FIN,一卡通,rule-desc,H
1431,elaicolre.vip,2026-02-28T03:04:44,A,SHOP,FIN,一卡通,rule-desc,H
1432,elaicolae.vip,2026-03-01T02:41:25,A,SHOP,FIN,一卡通,rule-desc,H
1433,eirvolatn.com,2026-03-01T03:16:51,A,SHOP,FIN,一卡通,rule-desc,H
1434,dec-zj01.top,2025-12-04T02:49:10,A,SHOP,ECOM,美無痕,rule-desc,H
1435,nubyrub.cn,2025-10-10T15:29:39,A,SHOP,ECOM,美無痕,rule-desc,H
1436,ecommercetwshop.com,2026-02-24T00:42:24,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1437,customertw.com,2026-02-24T00:21:22,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1438,eirvolartm.vip,2026-03-01T19:27:44,A,SHOP,FIN,一卡通,rule-desc,H
1439,eirvolartn.vip,2026-03-01T19:27:43,A,SHOP,FIN,一卡通,rule-desc,H
1440,eirvolarte.vip,2026-03-01T19:27:44,A,SHOP,FIN,一卡通,rule-desc,H
1441,eirvolartn.com,2026-03-01T19:27:48,A,SHOP,FIN,一卡通,rule-desc,H
1442,llbmvgmall.shop,2026-01-21T02:26:33,A,SHOP,ECOM,寶興行銷,rule-desc,H
1443,zgnuoyan.com,2025-03-07T19:02:24,A,SHOP,FIN,悠遊卡,rule-desc,H
1444,dencokie.com,2025-03-15T18:29:53,A,SHOP,FIN,悠遊卡,rule-desc,H
1445,hnfr88.com,2019-03-11T07:57:40,A,SHOP,FIN,悠遊卡,rule-desc,H
1446,xpquanqiugoutw.com,2025-11-24T11:57:12,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1447,elaicolne.vip,2026-03-01T02:41:26,A,SHOP,FIN,一卡通,rule-desc,H
1448,elrvolat.vip,2026-03-04T02:14:56,A,SHOP,FIN,一卡通,rule-desc,H
1449,elrvolatn.com,2026-03-04T02:15:02,A,SHOP,FIN,一卡通,rule-desc,H
1450,elrvolatn.vip,2026-03-04T02:14:56,A,SHOP,FIN,一卡通,rule-desc,H
1451,elrvolas.vip,2026-03-04T02:14:56,A,SHOP,FIN,一卡通,rule-desc,H
1452,eirvolarto.vip,2026-03-01T19:27:43,A,SHOP,FIN,一卡通,rule-desc,H
1453,hksqrjn.com,2025-03-08T19:13:34,A,SHOP,FIN,一卡通,rule-desc,H
1454,jmsklwb.com,2025-03-06T04:45:32,A,SHOP,FIN,一卡通,rule-desc,H
1455,einvolaezm.com,2026-03-03T12:17:28,A,SHOP,FIN,一卡通,rule-desc,H
1456,elnarolae.com,2026-03-04T22:50:08,A,SHOP,FIN,一卡通,rule-desc,H
1457,u8et.com,2025-03-08T19:12:13,A,SHOP,FIN,一卡通,rule-desc,H
1458,cfda315.com,2025-03-05T19:29:17,A,SHOP,FIN,一卡通,rule-desc,H
1459,etmall.online,2025-11-12T07:59:40,A,SHOP,ECOM,美無痕,rule-desc,H
1460,japro.space,2026-01-28T07:23:05,A,SHOP,ECOM,美無痕,rule-desc,H
1461,suzse.site,2026-01-28T07:23:07,A,SHOP,ECOM,美無痕,rule-desc,H
1462,tdeln.site,2026-02-03T04:00:13,A,SHOP,ECOM,美無痕,rule-desc,H
1463,friday-pro.com,2026-03-06T14:44:34,A,SHOP,ECOM,遠時,rule-desc,H
1464,friday-tw.com,2026-03-10T14:35:30,A,SHOP,ECOM,遠時,rule-desc,H
1465,einvoicdodkm-tw.com,2026-03-30T13:40:47,A,SHOP,FIN,一卡通,rule-desc,H
1466,utlrnpb.online,2026-03-30T13:41:05,A,SHOP,FIN,一卡通,rule-desc,H
